school_name,address,phone,email,source_url
Avalon Pohang Bukgu Campus,"Avalon English, 3rd floor, 39 Daegok-ro, Buk-gu, Pohang-si, Gyeongsangbuk-do, South Korea",,,https://www.theworknplay.com/Work/AvalonPohangBukguCampus
Creverse April Gangnam Segok,"5F, 120 Jagok-ro, Gangnam-gu, Seoul, South Korea",,,https://www.theworknplay.com/Work/CreverseAprilGangnamSegok
Speaking Proficiency Enhancement Program,"Shinwon B/D, 861, Eonju-ro, Gangnam-gu, Seoul, Korea",,,https://www.theworknplay.com/Work/SpeakingProficiencyEnhancementProgram
Seoul Scholars International Busan Campus,"Seoul Scholars International Busan Campus, 1486-49 Banyeo-dong, Haeundae-gu, Busan, South Korea",,,https://www.theworknplay.com/Work/SeoulScholarsInternationalBusanCampus
Creverse April Nam Dongtan,"2F, 3F, 253 Dongtansunhwan-daero, Hwaseong-si, Gyeonggi-do, South Korea",,,https://www.theworknplay.com/Work/CreverseAprilNamDongtan
Altiora Wirye,"11th floor, Woodae building, 200-4 Bokjeong-dong, Sujeong-gu, Seongnam-si, Gyeonggi-do, South Korea",,,https://www.theworknplay.com/Work/AltioraWirye
Speaking Proficiency Enhancement Program,"Shinwon B/D, 861, Eonju-ro, Gangnam-gu, Seoul, Korea",,,https://www.theworknplay.com/Work/SpeakingProficiencyEnhancementProgram
YBM ECC Dongdaemun,"2F, 80 Sagajeong-ro, Dongdaemun District, Seoul, South Korea",,,https://www.theworknplay.com/Work/YBMECCDongdaemun
Helen Doron Ilsan,"6-25 Wi city 2-ro 11beon-gil, Ilsandong-gu, Goyang-si, Gyeonggi-do",,,https://www.theworknplay.com/Work/HelenDoronIlsan
Francis Parker Collegiate Anyang,"59 Simin-daero 159beon-gil, Dongan-gu, Anyang-si, Gyeonggi-do, Republic of Korea",,,https://www.theworknplay.com/Work/FrancisParkerCollegiateAnyang
Rowland International Academy,"33 Jungdong-ro 248beon-gil, Wonmi-gu, Bucheon-si, Gyeonggi-do, South Korea",,,https://www.theworknplay.com/Work/RowlandInternationalAcademy
Poly Changwon Seongsan,"#401, 4F, Samgwang building, 10-3 Sangnam-dong, Seongsan-gu, Changwon-si, Gyeongsangnam-do, South Korea",,,https://www.theworknplay.com/Work/PolyChangwonSeongsan
RISE Gangnam,"1F ~ 5F (Entire Building), 5 Dogok-ro 37-gil, Gangnam-gu, Seoul, South Korea",,,https://www.theworknplay.com/Work/RISEGangnam
Korea International Christian School Seocho,"Myeongseung Building, 19 Baumoe-ro 7-gil, Seocho-gu, Seoul, South Korea",,,https://www.theworknplay.com/Work/KoreaInternationalChristianSchoolSeocho
International Language Kids Institute,"117, Namyangju-si, Gyeonggi-do, South Korea",,,https://www.theworknplay.com/Work/InternationalLanguageKidsInstitute
EDISEN Bundang,"2F , Room-201, 97 Baekhyeon-ro, Bundang-gu, Seongnam-si, Gyeonggi-do, South Korea",,,https://www.theworknplay.com/Work/EDISENBundang
Francis Parker Collegiate Seongdong,"4F, 759-4 Wangsimnidoseon-dong, Seongdong-gu, Seoul, South Korea",,,https://www.theworknplay.com/Work/FrancisParkerCollegiateSeongdong
OMP World,"within DreamVillageHanshin Apartment Complex, 68, Gwanpyeong-ro, Dongan-gu, Anyang-si, Gyeonggi-do, Republic of Korea",,,https://www.theworknplay.com/Work/OMPWorld
WizIsland Jamsil,"1F -2F, 3 Songpa-daero 49-gil, Songpa District, Seoul, South Korea",,,https://www.theworknplay.com/Work/WizIslandJamsil
Poly Goyang Deogyang,"7F, 984-9 Hwajeong-dong, Deogyang-gu, Goyang-si, Gyeonggi-do, South Korea",,,https://www.theworknplay.com/Work/PolyGoyangDeogyang1
Creverse April Namyangju Byeollae,"42 Dumul-ro 11beon-gil, Namyangju-si, Gyeonggi-do, South Korea",,,https://www.theworknplay.com/Work/CreverseAprilNamyangjuByeollae
GLK Language School,"34 Samsan-ro 77beon-gil, Nam-gu, Ulsan, South Korea",,,https://www.theworknplay.com/Work/GLKLanguageSchool
RISE,"5F, EK Tower, 407 Teheran-ro, Gangnam-gu, Seoul, South Korea",,,https://www.theworknplay.com/Work/RISE
Bewegung Dongtan,"2F, 41 Nojak-ro 3-gil, Hwaseong-si, Gyeonggi-do, South Korea",,,https://www.theworknplay.com/Work/BewegungDongtan
Saint Paul American Scholars,"18-1 Suji-ro, Suji-gu, Yongin-si, Gyeonggi-do, South Korea",,,https://www.theworknplay.com/Work/SaintPaulAmericanScholars
GEM Kinder,"14 Samseong-ro, Gangnam District, Seoul, South Korea",,,https://www.theworknplay.com/Work/GEMKinder
Poly Jinju,"#205, 2F, 100 Ena-ro, Jinju, Gyeongsangnam-do, South Korea",,,https://www.theworknplay.com/Work/PolyJinju11
Poly Eunpyeong,"5F, Dream Square, 86-29 Jingwan-dong, Eunpyeong-gu, Seoul, South Korea",,,https://www.theworknplay.com/Work/PolyEunpyeong
CREVERSE,"521 Teheran-ro, Gangnam-gu, Seoul, South Korea",,,https://www.theworknplay.com/Work/CREVERSE
Poly Magnet Daechi,"4F - 5F, 318 Yeongdong-daero, Gangnam-gu, Seoul, Republic of Korea",,,https://www.theworknplay.com/Work/PolyMagnetDaechi111
Yale Elementary School,"117 Yeonseo-ro, Eunpyeong-gu, Seoul, Republic of Korea",,,https://www.theworknplay.com/Work/YaleElementarySchool
Creverse April Changwon,"6F, South Korea, Gyeongsangnam-do, Changwon-si, Masanhoewon-gu, 양덕2동 59-5",,,https://www.theworknplay.com/Work/CreverseAprilChangwon
Helen Doron Incheon Songdo,"6F, Golden Gate B/D, 160-4 Haedoji-ro, Yeonsu-gu, Incheon, South Korea",,,https://www.theworknplay.com/Work/HelenDoronIncheonSongdo
YBM ECC Incheon Geomdan,"2F, Seongwoo Plaza, 107 Danbong-ro, Seo-gu, Incheon, South Korea",,,https://www.theworknplay.com/Work/YBMECCIncheonGeomdan
Saint Paul American Scholars,"18-1 Suji-ro, Suji-gu, Yongin-si, Gyeonggi-do, South Korea",,,https://www.theworknplay.com/Work/SaintPaulAmericanScholars
Poly Gwangjin,"2F, 113 Jayang-ro, Gwangjin-gu, Seoul, South Korea",,,https://www.theworknplay.com/Work/PolyGwangjin11
Avalon Langcon English Byeolnae Campus,"5th floor, 47-1 Byeollae-dong, Namyangju-si, Gyeonggi-do, South Korea",,,https://www.theworknplay.com/Work/AvalonLangconEnglishByeolnaeCampus
High Zone Daegu,"2F, 331 Dongdaegu-ro, Suseong-gu, Daegu, South Korea",,,https://www.theworknplay.com/Work/HighZoneDaegu
Creverse CDI Gangnam Cheongdam,"3F, 411 Hakdong-ro, Gangnam-gu, Seoul, South Korea",,,https://www.theworknplay.com/Work/CreverseCDIGangnamCheongdam
Poly Magnet Daechi,"4F - 5F, 318 Yeongdong-daero, Gangnam-gu, Seoul, Republic of Korea",,,https://www.theworknplay.com/Work/PolyMagnetDaechi111
Creverse CDI April Pyeongtaek Godeok,"Unit 401,402, 35 Hambaksan 8-gil, Pyeongtaek-si, Gyeonggi-do, South Korea",,,https://www.theworknplay.com/Work/CreverseCDIAprilPyeongtaekGodeok
Creverse April Geoje,"2F, 507 Suyang-ro, Geoje-si, Gyeongsangnam-do, South Korea",,,https://www.theworknplay.com/Work/CreverseAprilGeoje
Edisen Academy,,,,https://www.theworknplay.com/Work/edisen
Speaking Proficiency Enhancement Program,"Shinwon B/D, 861, Eonju-ro, Gangnam-gu, Seoul, Korea",,,https://www.theworknplay.com/Work/SpeakingProficiencyEnhancementProgram
Holga Christian Academy,"64-1, Woomyeondong, Seocho-Gu, Seoul, Korea",,,https://www.theworknplay.com/Work/HolgaChristianAcademy
YBM ECC Yongin,"6F, Seongjin Wellbeing Tower, 47 Jukjeon-ro, Giheung-gu, Yongin-si, Gyeonggi-do, Republic of Korea",,,https://www.theworknplay.com/Work/YBMECCYongin
YBM ECC Mungyeong,"3F, 49 Danggyo 3(sam)-gil, Mungyeong, Gyeongsangbuk-do, South Korea",,,https://www.theworknplay.com/Work/YBMECCMungyeong
KDW Language School,"5F, 13-21 Dongnam-ro 75-gil, Gangdong-gu, Seoul, South Korea",,,https://www.theworknplay.com/Work/KDWLanguageSchool
Saint Paul American Scholars,"18-1 Suji-ro, Suji-gu, Yongin-si, Gyeonggi-do, South Korea",,,https://www.theworknplay.com/Work/SaintPaulAmericanScholars
Creverse CDI April Geochang,"26 Geoyeol-ro 5-gil, Geochang-eup, Geochang-gun, Gyeongsangnam-do, Republic of Korea",,,https://www.theworknplay.com/Work/CreverseCDIAprilGeochang
Poly Cheonan,"7F, 1541 Buldang-dong, Seobuk-gu, Cheonan-si, Chungcheongnam-do, South Korea",,,https://www.theworknplay.com/Work/PolyCheonan11
RISE Dongtan 2,"7th floor, MorningGrace Building, 253, Dongtansunhwan-daero,, 산118 Sancheok-ri, Dongtan-myeon, Hwaseong-si, Gyeonggi-do, South Korea",,,https://www.theworknplay.com/Work/RISEDongtan211
MPoly Bundang,"2F, Adena Palace, 275 Seongnam-daero, Bundang-gu, Seongnam-si, Gyeonggi-do, South Korea",,,https://www.theworknplay.com/Work/MPolyBundang11
Altiora Daejeon,"2F, Star Tower , 85-31 Doanbuk-ro, Yuseong-gu, Daejeon, South Korea",,,https://www.theworknplay.com/Work/AltioraDaejeon
Speaking Proficiency Enhancement Program,"Shinwon B/D, 861, Eonju-ro, Gangnam-gu, Seoul, Korea",,,https://www.theworknplay.com/Work/SpeakingProficiencyEnhancementProgram
Seoul Scholars International,"27 Dogok-ro 99-gil, Daechi-dong, Gangnam-gu, Seoul, South Korea",,,https://www.theworknplay.com/Work/SeoulScholarsInternational
IEM English Academy,"Why! Building (Jangseong Building) 1st Floor, 58-3 Banpo-dong, Seocho-gu, Seoul, South Korea",,,https://www.theworknplay.com/Work/IEMEnglishAcademy
Maple Bear Bundang,"1F - 2F, 58 Seongnam-daero 779beon-gil, Bundang-gu, Seongnam-si, Gyeonggi-do, South Korea",,,https://www.theworknplay.com/Work/MapleBearBundang
Creverse April Gunpo,"2F, 394 Sanbon-ro, Gunpo-si, Gyeonggi-do, South Korea",,,https://www.theworknplay.com/Work/CreverseAprilGunpo
SLP Cheongju Sangdang,"2F, 178 Wolpyeong-ro, Sangdang-gu, Cheongju-si, Chungcheongbuk-do, South Korea",,,https://www.theworknplay.com/Work/SLPCheongjuSangdang
Francis Parker Collegiate Gangseo,"6F, 123-28 Yangcheon-ro 30-gil, Gangseo-gu, Seoul, South Korea",,,https://www.theworknplay.com/Work/FrancisParkerCollegiateGangseo
Embark Recruiting : TheWorknPlay,,,,https://www.theworknplay.com/Work/EmbarkRecruiting
YBM ECC Dongtan 1,"9F, Einstein Plaza, 208 Dongtanbanseok-ro, Hwaseong-si, Gyeonggi-do, South Korea",,,https://www.theworknplay.com/Work/YBMECCDongtan1
Creverse April Gwacheon,"4F, 112 Byeoryang-ro, Gwacheon-si, Gyeonggi-do, South Korea",,,https://www.theworknplay.com/Work/CreverseAprilGwacheon
KAIST (한국과학기술원),,,,https://www.theworknplay.com/Work/KAIST
Embark Recruiting : TheWorknPlay,,,,https://www.theworknplay.com/Work/EmbarkRecruiting
Creverse CDI Jeonju,"134 Seowon-ro, Wansan-gu, Jeonju-si, Jeollabuk-do, South Korea",,,https://www.theworknplay.com/Work/CreverseCDIJeonju
RISE,"5F, EK Tower, 407 Teheran-ro, Gangnam-gu, Seoul, South Korea",,,https://www.theworknplay.com/Work/RISE
Brooklyn Diary,"2F - 3F, 976-4 Osan-dong, Hwaseong-si, Gyeonggi-do",,,https://www.theworknplay.com/Work/BrooklynDiary
Saint Paul American Scholars,"18-1 Suji-ro, Suji-gu, Yongin-si, Gyeonggi-do, South Korea",,,https://www.theworknplay.com/Work/SaintPaulAmericanScholars
Speaking Proficiency Enhancement Program,"Shinwon B/D, 861, Eonju-ro, Gangnam-gu, Seoul, Korea",,,https://www.theworknplay.com/Work/SpeakingProficiencyEnhancementProgram
SLP Gimhae Samgye,"5F, 38 Haebancheon-ro 168beon-gil, Gimhae-si, Gyeongsangnam-do, South Korea",,,https://www.theworknplay.com/Work/SLPGimhaeSamgye
Creverse April Eunpyeong,"4F, 170 Eunpyeong-ro, Eunpyeong District, Seoul, South Korea",,,https://www.theworknplay.com/Work/CreverseAprilEunpyeong
Saint Paul American Scholars,"18-1 Suji-ro, Suji-gu, Yongin-si, Gyeonggi-do, South Korea",,,https://www.theworknplay.com/Work/SaintPaulAmericanScholars
EiE Iksan Mohyeon,"2F, 20 Seonhwa-ro 6-gil, Iksan-si, Jeollabuk-do, South Korea",,,https://www.theworknplay.com/Work/EiEIksanMohyeon
YBM ECC Busan Dongnae,"4F - 5F, 1 Yeogo-ro, Dongnae-gu, Busan, Republic of Korea",,,https://www.theworknplay.com/Work/YBMECCBusanDongnae
YBM ECC Dobong,"4F, 618 Dobong-ro, Dobong-gu, Seoul, South Korea",,,https://www.theworknplay.com/Work/YBMECCDobong
Pride J Academy Songdo,"36 Nonhyeon-ro 168-gil, Gangnam-gu, Seoul, South Korea",,,https://www.theworknplay.com/Work/PrideJAcademySongdo
Saint Paul American Scholars Dongtan,"446, 564 Cheonggye-dong, Hwaseong-si, Gyeonggi-do, South Korea",,,https://www.theworknplay.com/Work/SaintPaulAmericanScholarsDongtan1
,"6F, Masanhoewon-gu, Changwon-si, Gyeongsangnam-do, South Korea",,,https://www.theworknplay.com/Work/CreverseAprilMasan
In2English,"3F, Yeongjin Building, 76 Seongbok-dong, Suji-gu, Yongin-si, Gyeonggi-do, South Korea",,,https://www.theworknplay.com/Work/In2English
Altiora Petamus Mokdong,"Altiora, 7th floor, Sang-un Mammoth Plaza, 1182-11 Sinjeong 3(sam)-dong, Yangcheon-gu, Seoul, South Korea",,,https://www.theworknplay.com/Work/AltioraPetamusMokdong
Speaking Proficiency Enhancement Program,"Shinwon B/D, 861, Eonju-ro, Gangnam-gu, Seoul, Korea",,,https://www.theworknplay.com/Work/SpeakingProficiencyEnhancementProgram
Brighton Story Center,"Brighton, 1140-9, Hoejae-ro, Nam-gu, Gwangju, Republic of Korea",,,https://www.theworknplay.com/Work/BrightonStoryCenter
Creverse April Pohang Namgu,"5-10 Daei-ro 159beon-gil, Nam-gu, Pohang-si, Gyeongsangbuk-do, South Korea",,,https://www.theworknplay.com/Work/CreverseAprilPohangNamgu
SLP Seocho,"1F - 2F, 6-10 Gomurae-ro, Seocho-gu, Seoul, South Korea",,,https://www.theworknplay.com/Work/SLPSeocho
Creverse April Guro,"4F, 44 Gyeongin-ro 65-gil, Guro-gu, Seoul, South Korea",,,https://www.theworknplay.com/Work/CreverseAprilGuro
Wonder Academy,"10-142 Yuljeong-ro 199beon-gil, Yangju-si, Gyeonggi-do, South Korea",,,https://www.theworknplay.com/Work/WonderAcademy11
Avalon Icheon,"2F, 592-54 Galsan-dong, Icheon, Gyeonggi-do, South Korea",,,https://www.theworknplay.com/Work/AvalonIcheon
English Doctor,"1-4F, 6-15 Hannam-daero 8-gil, Yongsan-gu, Seoul, South Korea",,,https://www.theworknplay.com/Work/EnglishDoctor
Winclass English School,"Unit 702-3, 3294 Dalgubeol-daero, Suseong District, Daegu, South Korea",,,https://www.theworknplay.com/Work/WinclassEnglishSchool
,"Suite 304, 23 Heojun-ro, Gangseo-gu, Seoul, South Korea",,,https://www.theworknplay.com/Work/KingstonEnglish
SLP Daejeon,"6F, 142 Dunsan-ro, Seo-gu, Daejeon, South Korea",,,https://www.theworknplay.com/Work/SLPDaejeon
Enow Academy,"Parkview Tower 9F, 248 Jeongjail-ro, Bundang-gu, Seongnam, Gyeonggi-do, South Korea",,,https://www.theworknplay.com/Work/EnowAcademy
WannaBe Readers,"273 Hangeulbiseong-ro, Nowon-gu, Seoul, South Korea",,,https://www.theworknplay.com/Work/WannaBeReaders11
Creverse April Dongtan 2,"Creverse April Dongtan 2 is a school located in Dongtan, a city near Seoul renowned for its numerous educational institutions.",,,https://www.theworknplay.com/Work/CreverseAprilDongtan2
Saint Paul American Scholars,"18-1 Suji-ro, Suji-gu, Yongin-si, Gyeonggi-do, South Korea",,,https://www.theworknplay.com/Work/SaintPaulAmericanScholars
Poly Incheon Songdo,"4F, Songdo The Sharp First World Building H,, 107, Haedoji-ro, Yeonsu-gu, Incheon, Republic of Korea",,,https://www.theworknplay.com/Work/PolyIncheonSongdo11
RISE,"5F, EK Tower, 407 Teheran-ro, Gangnam-gu, Seoul, South Korea",,,https://www.theworknplay.com/Work/RISE
Irvine English,"Unit 505, 69 Sangdong-ro, Bucheon-si, Gyeonggi-do, South Korea",,,https://www.theworknplay.com/Work/IrvineEnglish
SLP Gwangmyeong,"8F, Joil Plaza, 15 Haan-ro 288beon-gil, Gwangmyeong, Gyeonggi-do, South Korea",,,https://www.theworknplay.com/Work/SLPGwangmyeong
TOPIA Language Junggye,"Topia Language, 276 Hangeulbiseong-ro, Nowon-gu, Seoul, South Korea",,,https://www.theworknplay.com/Work/TOPIALanguageJunggye
Poly Busan Gwangan,"2F, 542-4 Yongdang-dong, Nam-gu, Busan, South Korea",,,https://www.theworknplay.com/Work/PolyBusanGwangan11
Wonju Sahmyuk Elementary school,"1996, Bugwon-ro, Wonju-si, Gangwon-do, Republic of Korea",,,https://www.theworknplay.com/Work/WonjuSahmyukElementaryschool
Creverse April Gimpo Hangang,"6F, Shinhan Plaza, 113 Gimpohangang 4-ro, Gimpo-si, Gyeonggi-do, South Korea",,,https://www.theworknplay.com/Work/CreverseAprilGimpoHangang
YBM ECC Gumi,"1F, 31 Heungan-ro 2-gil, Gumi, Gyeongsangbuk-do, South Korea",,,https://www.theworknplay.com/Work/YBMECCGumi
Poly Seodaemun,"5F - 6F, 76, Eungam-ro, Seodaemun-gu, Seoul, Republic of Korea",,,https://www.theworknplay.com/Work/PolySeodaemun11
CCS,"CCS, 329-2 Eonnam-dong, 329-1 Eonnam-dong, Giheung-gu, Yongin-si, Gyeonggi-do, South Korea",,,https://www.theworknplay.com/Work/CCS11
SDA Language Institute,,,,https://www.theworknplay.com/Work/SDALanguageInstitute
Francis Parker Collegiate Gimpo,"#406 - 407, 4F, GoldenTime Building,, 771-2 Unyang-dong, Gimpo-si, Gyeonggi-do, South Korea",,,https://www.theworknplay.com/Work/FrancisParkerCollegiateGimpo
Blooming International Scholars,"529 Seongsan-ro, Seodaemun-gu, Seoul, South Korea",,,https://www.theworknplay.com/Work/BloomingInternationalScholars
Creverse CDI April Gangdong Myeongil,"2F, 3F, 4F, 1588 Yangjae-daero, Gangdong-gu, Seoul, Republic of Korea",,,https://www.theworknplay.com/Work/CreverseCDIAprilGangdongMyeongil
SLP Hongseong,"3F, 16-1 Cheongsa-ro 48beon-gil, Hongbuk-eup, Hongseong-gun, Chungcheongnam-do, South Korea",,,https://www.theworknplay.com/Work/SLPHongseong
Saint Paul American Scholars,"18-1 Suji-ro, Suji-gu, Yongin-si, Gyeonggi-do, South Korea",,,https://www.theworknplay.com/Work/SaintPaulAmericanScholars
Seoul Christian School,"72-5 Euncheon-ro, Gwanak-gu, Seoul, South Korea",,,https://www.theworknplay.com/Work/SeoulChristianSchool
Creverse April Busan Jingu,"4F - 5F, 466 Gaya-daero, Busanjin-gu, Busan, South Korea",,,https://www.theworknplay.com/Work/CreverseAprilBusanJingu
CREVERSE,"521 Teheran-ro, Gangnam-gu, Seoul, South Korea",,,https://www.theworknplay.com/Work/CREVERSE
Creverse April Gangbuk,"2F, 5F, 35-21 Samyang-ro 27-gil, Gangbuk-gu, Seoul, South Korea",,,https://www.theworknplay.com/Work/CreverseAprilGangbuk
Lykeion Gwanggyo,"3rd floor, T Tower,, 502-2 Sanghyeon-dong, Suji-gu, Yongin-si, Gyeonggi-do, South Korea",,,https://www.theworknplay.com/Work/LykeionGwanggyo
Creverse April Daegu Siji,"3210 Dalgubeol-daero, Suseong-gu, Daegu, South Korea",,,https://www.theworknplay.com/Work/CreverseAprilDaeguSiji
Creverse April Bucheon Jungdong,"9 Jomaru-ro 291beon-gil, Bucheon-si, Gyeonggi-do, Republic of Korea",,,https://www.theworknplay.com/Work/CreverseAprilBucheonJungdong
KS English Academy Gangnam,"2nd floor, 20 Samseong-ro 71-gil, Gangnam-gu, Seoul, Republic of Korea",,,https://www.theworknplay.com/Work/KSEnglishAcademyGangnam
BC Collegiate,"556 Yeoksam-ro, Daechi-dong, Gangnam-gu, Seoul, South Korea 556",,,https://www.theworknplay.com/Work/BCCollegiate
Saint Paul American Scholars,"18-1 Suji-ro, Suji-gu, Yongin-si, Gyeonggi-do, South Korea",,,https://www.theworknplay.com/Work/SaintPaulAmericanScholars
Creverse CDI Cheongna International,"8 Cheongna emerald-ro 102beon-gil, Seo-gu, Incheon, Republic of Korea",,,https://www.theworknplay.com/Work/CreverseCDICheongnaInternational
TOPIA Language Daejeon,"Dunsan Tower 4F, 136, Dunsan-ro, Seo-gu, Daejeon, Republic of Korea",,,https://www.theworknplay.com/Work/TOPIALanguageDaejeon
Creverse April Nokbeon,"5th floor, 15 Seooreung-ro, Eunpyeong-gu, Seoul, Republic of Korea",,,https://www.theworknplay.com/Work/CreverseAprilNokbeon
Poly Jeonju,"3F, 4F, 1627-12 Hyoja-dong 3(sam)-ga, Wansan-gu, Jeonju-si, Jeollabuk-do, South Korea",,,https://www.theworknplay.com/Work/PolyJeonju11
Poly Goyang Deogyang,"7F, 984-9 Hwajeong-dong, Deogyang-gu, Goyang-si, Gyeonggi-do, South Korea",,,https://www.theworknplay.com/Work/PolyGoyangDeogyang1
Kids College Yuseong,"Suite 402, 4th floor, Banseok Station Plaza, , 10, Banseok-ro, Yuseong-gu, Daejeon, Republic of Korea",,,https://www.theworknplay.com/Work/KidsCollegeYuseong
FES Academy,"25 Nambusunhwan-ro 246-gil, Gwanak-gu, Seoul, South Korea",,,https://www.theworknplay.com/Work/FESAcademy
The Child,"32-3 Yeongdong-daero 128-gil, Gangnam-gu, Seoul, South Korea",,,https://www.theworknplay.com/Work/TheChild111
Dewford International College,"#101, 1F, 27 Jangmun-ro, Yongsan-gu, Seoul, South Korea",,,https://www.theworknplay.com/Work/DewfordInternationalCollege
EiE Incheon Bupyeong,"Unit 309, 34 Sewolcheon-ro, Bupyeong-gu, Incheon, South Korea",,,https://www.theworknplay.com/Work/EiEIncheonBupyeong
CREO Changwon,"JD Wings Building, 3F, 23 Jungdongbuk-ro, Uichang-gu, Changwon-si, Gyeongsangnam-do, South Korea",,,https://www.theworknplay.com/Work/CREOChangwon
DOCS Academy Dongdaemun,"73 Jeonnong-ro, Dongdaemun-gu, Seoul, South Korea",,,https://www.theworknplay.com/Work/DOCSAcademyDongdaemun
WizIsland Jamsil,"1F -2F, 3 Songpa-daero 49-gil, Songpa District, Seoul, South Korea",,,https://www.theworknplay.com/Work/WizIslandJamsil
TOPIA Language Daejeon,"Dunsan Tower 4F, 136, Dunsan-ro, Seo-gu, Daejeon, Republic of Korea",,,https://www.theworknplay.com/Work/TOPIALanguageDaejeon
ACA International,"Andover Building, 1341 Seocho-dong, Seocho District, Seoul, South Korea",,,https://www.theworknplay.com/Work/ACAInternational
Taehwa International Christian Academy,"217 Daedae-ro, Yangji-myeon, Cheoin-gu, Yongin-si, Gyeonggi-do, South Korea",,,https://www.theworknplay.com/Work/TaehwaInternationalChristianAcademy
SLP,"B2, 35 Baekbeom-ro, Mapo-gu, Seoul, Republic of Korea",,,https://www.theworknplay.com/Work/SLP
Adventure English,"Adventure English, 2nd floor, 17-7 Cheongun 2-gil, Donghae-si, Gangwon-do, South Korea",,,https://www.theworknplay.com/Work/AdventureEnglish
Helen Doron Ilsan,"6-25 Wi city 2-ro 11beon-gil, Ilsandong-gu, Goyang-si, Gyeonggi-do",,,https://www.theworknplay.com/Work/HelenDoronIlsan
Seoul Scholars International,"27 Dogok-ro 99-gil, Daechi-dong, Gangnam-gu, Seoul, South Korea",,,https://www.theworknplay.com/Work/SeoulScholarsInternational
Korea Christian International School,"471 Gyeongui-ro, Ilsandong-gu, Goyang-si, Gyeonggi-do, South Korea",,,https://www.theworknplay.com/Work/KoreaChristianInternationalSchool
Little Fox Seocho,,,,https://www.theworknplay.com/Work/LittleFoxSeocho
Altiora Ulsan Ulju,"5-10 Jeomchon 6-gil, Beomseo-eup, Ulju-gun, Ulsan, South Korea",,,https://www.theworknplay.com/Work/AltioraUlsanUlju
Twinkle Little Star,,,,https://www.theworknplay.com/Work/TwinkleLittleStar
YBM ECC Gwangju Gwangsan,"3F, 1086 Suwan-dong, Gwangsan-gu, Gwangju, South Korea",,,https://www.theworknplay.com/Work/YBMECCGwangjuGwangsan
JLS Andong,"153 Banbyeoncheon-ro, Andong-si, Gyeongsangbuk-do, South Korea",,,https://www.theworknplay.com/Work/JLSAndong
Wonder School,"525-2 Gami-dong, Hanam-si, Gyeonggi-do, South Korea",,,https://www.theworknplay.com/Work/WonderSchool
Creverse April Ilsan Juyeop,"5F, 121 Gangseong-ro, Ilsanseo-gu, Goyang-si, Gyeonggi-do, South Korea",,,https://www.theworknplay.com/Work/CreverseAprilIlsanJuyeop
Creverse iGarten Jamsil,"4F, 300 Olympic-ro, Songpa-gu, Seoul, South Korea",,,https://www.theworknplay.com/Work/CreverseiGartenJamsil
Saint Paul American Scholars,"18-1 Suji-ro, Suji-gu, Yongin-si, Gyeonggi-do, South Korea",,,https://www.theworknplay.com/Work/SaintPaulAmericanScholars
Creverse April Gwangju Seogu,"3F, Daekyo Building, 90 Sangmujungang-ro, Seo-gu, Gwangju, South Korea",,,https://www.theworknplay.com/Work/CreverseAprilGwangjuSeogu
CCS Gimhae,"1F, 412 Hagye-ro, Jinyeong-eup, Gimhae-si, Gyeongsangnam-do, South Korea",,,https://www.theworknplay.com/Work/CCSGimhae
LikeScholar Kids Gangdong,"1F - 4F, 366-1 Arisu-ro, Gangdong-gu, Seoul, South Korea",,,https://www.theworknplay.com/Work/LikeScholarKidsGangdong
Incheon Seogu Global Education Center (인천서구영어마을),"인천서구영어마을, 941 Wondang-daero, Seo-gu, Incheon, South Korea",,,https://www.theworknplay.com/Work/IncheonSeoguGlobalEducationCenter
Francis Parker Collegiate Guri,"345-24 Achasan-ro, Guri-si, Gyeonggi-do, South Korea",,,https://www.theworknplay.com/Work/FrancisParkerCollegiateGuri
Poly Bucheon,"#501, 5F, Senta Plaza, 111 Gilju-ro, Wonmi-gu, Bucheon, Gyeonggi-do, South Korea",,,https://www.theworknplay.com/Work/PolyBucheon11
SLP Yangju,"5F, KB Tower, 91 Okjeongdong-ro 7-gil, Yangju-si, Gyeonggi-do, South Korea",,,https://www.theworknplay.com/Work/SLPYangju
Speaking Proficiency Enhancement Program,"Shinwon B/D, 861, Eonju-ro, Gangnam-gu, Seoul, Korea",,,https://www.theworknplay.com/Work/SpeakingProficiencyEnhancementProgram
Wonder Academy,"10-142 Yuljeong-ro 199beon-gil, Yangju-si, Gyeonggi-do, South Korea",,,https://www.theworknplay.com/Work/WonderAcademy11
Altiora Mapo,"6F, 56 Sinsu-ro, Mapo-gu, Seoul, South Korea",,,https://www.theworknplay.com/Work/AltioraMapo
Creverse CDI April Eunpyeong 1,"#402, 4F, Seooreung-ro 15-gil, Eunpyeong-gu, Seoul, South Korea",,,https://www.theworknplay.com/Work/CreverseCDIAprilEunpyeong1
Creverse April Dongdaemun,"2F Wellbeing Plaza, 55 Dapsimni-ro 69-gil, Dongdaemun-gu, Seoul, South Korea",,,https://www.theworknplay.com/Work/CreverseAprilDongdaemun
Creverse CDI April Gimhae Yulha,"7F, 1411 Yulha-dong, Gimhae-si, Gyeongsangnam-do, South Korea",,,https://www.theworknplay.com/Work/CreverseCDIAprilGimhaeYulha
Creverse CDI Dobong,"389 Nohae-ro, Dobong-gu, Seoul, Republic of Korea",,,https://www.theworknplay.com/Work/CreverseCDIDobong
